carrier	device_model	MONTHNAME(DeviceRegistration.registration_date)	YEAR(DeviceRegistration.registration_date)	COUNT(*)
Other	ASDASDASDM-T110NDW123X123R	May	2013	1
Other	ASDASDASDM-T110NDWMX123R	May	2013	1
Other	ASDASDASDM-T110NYK123X123R	May	2013	1
Other	ASDASDASDM-T2105GY123X123R	May	2013	1
Other	ASDASDASDM-T2105GYYX123R	May	2013	1
Other	ASDASDASDM-T210RGNYX123R	May	2013	1
Other	ASDASDASDM-T210RGRASDASDASDX123R	May	2013	1
Other	ASDASDASDM-T210RGRYX123R	May	2013	1
Other	ASDASDASDM-T210RMKYX123R	May	2013	1
Other	ASDASDASDM-T210RWYX123R	May	2013	1
Other	ASDASDASDM-T210RZW123X123C	May	2013	1
Other	ASDASDASDM-T210RZWASDASDASDX123R	May	2013	1
Other	ASDASDASDM-T210RZWRX123R	May	2013	1
Other	ASDASDASDM-T210RZWUX123R	May	2013	1
Other	ASDASDASDM-T210RZWYX123R	May	2013	1
Other	ASDASDASDM-T230NYK123X123R	May	2013	1
Other	ASDASDASDM-T230NYKMX123R	May	2013	1
Other	ASDASDASDM-T230NYKUX123R	May	2013	1
Other	ASDASDASDM-T230NZW123X123R	May	2013	1
Other	ASDASDASDM-T230NZWASDASDASDX123R	May	2013	1
Other	ASDASDASDM-T230NZWUX123R	May	2013	1
Other	ASDASDASDM-T3100GNYX123R	May	2013	1
Other	ASDASDASDM-T3100ZW123X123C	May	2013	1
Other	ASDASDASDM-T3100ZWASDASDASDX123R	May	2013	1
Other	ASDASDASDM-T3100ZWUX123R	May	2013	1
Other	ASDASDASDM-T3100ZWYX123R	May	2013	1
Other	ASDASDASDM-T320NZK123X123R	May	2013	1
Other	ASDASDASDM-T320NZKEX123R	May	2013	1
Other	ASDASDASDM-T320NZW123X123R	May	2013	1
Other	ASDASDASDM-T320NZWEX123R	May	2013	1
Other	ASDASDASDM-T330NDW123X123R	May	2013	1
Other	ASDASDASDM-T330NYK123X123R	May	2013	1
Other	ASDASDASDM-T330NZW123X123R	May	2013	1
Other	ASDASDASDM-T330NZWASDASDASDX123R	May	2013	1
Other	ASDASDASDM-T330NZWMX123R	May	2013	1
Other	ASDASDASDM-T520NZK123X123R	May	2013	1
Other	ASDASDASDM-T520NZKEX123R	May	2013	1
Other	ASDASDASDM-T520NZW123X123R	May	2013	1
Other	ASDASDASDM-T520NZWEX123R	May	2013	1
Other	ASDASDASDM-T530NYK123X123R	May	2013	1
Other	ASDASDASDM-T530NZW123X123R	May	2013	1
Other	ASDASDASDM-T530NZWASDASDASDX123R	May	2013	1
Other	ASDASDASDM-T530NZWMX123R	May	2013	1
Other	ASDASDASDM-T800NTASDASDASD123X123R	May	2013	1
Other	ASDASDASDM-T800NTASDASDASDASDASDASDX123R	May	2013	1
Other	ASDASDASDM-T800NTASDASDASDEX123R	May	2013	1
Other	ASDASDASDM-T800NZW123X123R	May	2013	1
Other	ASDASDASDM-T9000ZK123X123R	May	2013	1
Other	ASDASDASDM-T9000ZKCX123R	May	2013	1
Other	ASDASDASDM-T9000ZKYX123R	May	2013	1
Other	ASDASDASDM-T9000ZW123X123R	May	2013	1
Other	ASDASDASDM-T9000ZWMX123R	May	2013	1
Other	ASDASDASDM-T9000ZWYX123R	May	2013	1
Other	ASDASDASDM-TASD00NTASDASDASD123X123R	May	2013	1
Other	ASDASDASDM-TASD00NZW123X123R	May	2013	1
Other	ASDASDASDM-VASD000WD123X123R	May	2013	1
Other	ASDASDASDM-VASD000Z123123X123R	May	2013	1
Other	ASDASDASDM-VASD000ZG123X123R	May	2013	1
Other	ASDASDASDM-VASD000ZK123X123R	May	2013	1
Other	ASDASDASDM-VASD000ZO123X123R	May	2013	1
Other	ASDASDASDM-VASD000ZW123X123R	May	2013	1
Other	ASDASDASDPH-123560123BASDASDASDX123R	May	2013	1
Other	ASDASDASDPH-123680ASDASDASDASDASDASDASDASDASDX123R	May	2013	1
Other	ASDASDASDPH-123800IASDASDASDASDASDASDX123R	May	2013	1
Other	ASDASDASDPH-123880TASDASDASDASDASDASDX123R	May	2013	1
Other	ASDASDASDPH-1238QWE0ZKASDASDASDX123R	May	2013	1
Other	ASDASDASDPH-123900ZKASDASDASDX123R	May	2013	1
Other	ASDASDASDPH-1239QWE0LASDASDASDASDASDASDX123R	May	2013	1
Other	ASDASDASDPH-123ASDQWE0DASDASDASDASDASDASDX123R	May	2013	1
Other	ASDASDASDWC-I500RK123X123R	May	2013	1
Other	ASDASDASDWG-P1010CWX123R	May	2013	1
Other	E123D-T10JDEGASDASDASDT123	May	2013	1
Other	EK-GC110ZK123X123R	May	2013	1
Other	EK-GC110ZW123X123R	May	2013	1
Other	EO-123G900BBEASDASDASDT123	May	2013	1
Other	EO-123G900BWEASDASDASDT123	May	2013	1
Other	EO-ASDASDASDB330JBEASDASDASDT123	May	2013	1
Other	EO-ASDASDASDB330JWEASDASDASDT123	May	2013	1
Other	EO-IG900BBEASDASDASDT123	May	2013	1
Other	EO-IG900BWEASDASDASDT123	May	2013	1
Other	EO-OG900BBEASDASDASDT123	May	2013	1
Other	EO-OG900BWEASDASDASDT123	May	2013	1
Other	F-GT-P3113ZWYX	May	2013	1
Other	F-GT-P5113TASDASDASDASDASDASDX	May	2013	1
Other	GT-ASDASDASDASD560UWMBMC	May	2013	1
Other	GT-ASDASDASDASD560ZKMBMC	May	2013	1
Other	GT-B9150ZKYX123R	May	2013	1
Other	GT-I9100LKMBMC	May	2013	1
Other	GT-I9250TASDASDASDMBMC	May	2013	1
Other	GT-I9250TASDASDASDRRWC	May	2013	1
Other	GT-I9505ZK123DBT	May	2013	1
Other	GT-I9505ZWGX123R	May	2013	1
Other	GT-N5110NKYX123R	May	2013	1
Other	GT-N5110ZW123X123C	May	2013	1
Other	GT-N5110ZWASDASDASDX123R	May	2013	1
Other	GT-N5110ZWBX123R	May	2013	1
Other	GT-N5110ZWMX123R	May	2013	1
Other	GT-N5110ZWRX123R	May	2013	1
Other	GT-N5110ZWYX123R	May	2013	1
Other	GT-N8010	May	2013	1
Other	GT-N8010E123EX123C	May	2013	1
Other	GT-N8010E123XTCE	May	2013	1
Other	GT-N8010ZWXTCE	May	2013	1
Other	GT-N8013E123123X123R	May	2013	1
Other	GT-N8013E123RX123R	May	2013	1
Other	GT-N8013E123VX123R	May	2013	1
Other	GT-N8013E123YX123R	May	2013	1
Other	GT-N8013ZWYX123R	May	2013	1
Other	GT-P1010CW123X123R	May	2013	1
Other	GT-P1010CWLTCE	May	2013	1
Other	GT-P1010NASDASDASD123BBY	May	2013	1
Other	GT-P3110TASDASDASDLTCE	May	2013	1
Other	GT-P3110TASDASDASDMTCE	May	2013	1
Other	GT-P3110ZWLTCE	May	2013	1
Other	GT-P3113	May	2013	1
Other	GT-P3113GRASDASDASDX123R	May	2013	1
Other	GT-P3113GRYX123R	May	2013	1
Other	GT-P3113TASDASDASD123X123C	May	2013	1
Other	GT-P3113TASDASDASD123X123R	May	2013	1
Other	GT-P3113TASDASDASDASDASDASDX123R	May	2013	1
Other	GT-P3113TASDASDASDRX123R	May	2013	1
Other	GT-P3113TASDASDASDYX123R	May	2013	1
Other	GT-P3113ZWYX123R	May	2013	1
Other	GT-P5110TASDASDASDMTCE	May	2013	1
Other	GT-P5113	May	2013	1
Other	GT-P5113TASDASDASD123X123C	May	2013	1
Other	GT-P5113TASDASDASD123X123R	May	2013	1
Other	GT-P5113TASDASDASDASDASDASDX123R	May	2013	1
Other	GT-P5113TASDASDASDRX123R	May	2013	1
Other	GT-P5113TASDASDASDYX123R	May	2013	1
Other	GT-P5113ZWYX123R	May	2013	1
Other	GT-P5210GNYX123R	May	2013	1
Other	GT-P5210ZWASDASDASDX123R	May	2013	1
Other	GT-P5210ZWBX123R	May	2013	1
Other	GT-P5210ZWRX123R	May	2013	1
Other	GT-P5210ZWUX123R	May	2013	1
Other	GT-P5210ZWYX123C	May	2013	1
Other	GT-P5210ZWYX123R	May	2013	1
Other	GT-P6210M123123X123R	May	2013	1
Other	GT-P6210M123EX123R	May	2013	1
Other	GT-P6210M123RX123R	May	2013	1
Other	GT-P6210M123VX123R	May	2013	1
Other	GT-P6210M123YX123R	May	2013	1
Other	GT-P6810LASDASDASD123X123R	May	2013	1
Other	GT-P8110H123123X123R	May	2013	1
Other	GT-P8110H123EX123R	May	2013	1
Other	GT-P8110H123VX123R	May	2013	1
Other	GT-P8510MASDASDASDVX123R	May	2013	1
Other	GT-PASD310FKVX123R	May	2013	1
Other	GT-PASD310FKYX123R	May	2013	1
Other	GT-PASD310M123123X123R	May	2013	1
Other	GT-PASD310M123EX123R	May	2013	1
Other	GT-PASD310M123VX123R	May	2013	1
Other	GT-PASD310M123YX123R	May	2013	1
Other	GT-PASD310UW123X123R	May	2013	1
Other	GT-PASD310UWEX123R	May	2013	1
Other	GT-PASD310UWVX123R	May	2013	1
Other	GT-PASD310UWYX123R	May	2013	1
Other	GT-PASD510FK123X123R	May	2013	1
Other	GT-PASD510FKASDASDASDX123R	May	2013	1
Other	GT-PASD510FKBX123R	May	2013	1
Other	GT-PASD510FKDX123R	May	2013	1
Other	GT-PASD510FKVX123R	May	2013	1
Other	GT-PASD510FKYX123R	May	2013	1
Other	GT-PASD510M123123X123B	May	2013	1
Other	GT-PASD510M123123X123R	May	2013	1
Other	GT-PASD510M123ASDASDASDX123B	May	2013	1
Other	GT-PASD510M123D123123123	May	2013	1
Other	GT-PASD510M123DX123B	May	2013	1
Other	GT-PASD510M123DX123R	May	2013	1
Other	GT-PASD510M123EX123B	May	2013	1
Other	GT-PASD510M123VX123B	May	2013	1
Other	GT-PASD510M123VX123R	May	2013	1
Other	GT-PASD510M123YX123B	May	2013	1
Other	GT-PASD510M123YX123R	May	2013	1
Other	GT-PASD510UW123X123B	May	2013	1
Other	GT-PASD510UW123X123R	May	2013	1
Other	GT-PASD510UWASDASDASDX123B	May	2013	1
Other	GT-PASD510UWASDASDASDX123R	May	2013	1
Other	GT-PASD510UWBX123R	May	2013	1
Other	GT-PASD510UWDX123B	May	2013	1
Other	GT-PASD510UWDX123R	May	2013	1
Other	GT-PASD510UWEX123B	May	2013	1
Other	GT-PASD510UWFX123R	May	2013	1
Other	GT-PASD510UWGX123R	May	2013	1
Other	GT-PASD510UWLTCE	May	2013	1
Other	GT-PASD510UWVX123B	May	2013	1
Other	GT-PASD510UWVX123R	May	2013	1
Other	GT-PASD510UWYX123B	May	2013	1
Other	GT-PASD510UWYX123R	May	2013	1
Other	GT-PASD510ZK123X123R	May	2013	1
Other	GT-PASD510ZKDX123R	May	2013	1
Other	GT-PASD510ZKVX123R	May	2013	1
Other	GT-PASD510ZKYX123R	May	2013	1
Other	OG-P1010CW123X123R	May	2013	1
Other	OG-PASD510M123VX123R	May	2013	1
SPRINT	ASDASDASDEP-DASD00ZK123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDEP-DASD10ZK123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDEP-DASD20ZK123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDM-G860PZB123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDM-G860PZK123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDM-G860PZR123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDM-G900PZD123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDM-G900PZK123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDM-G900PZW123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDM-G920PZD123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDM-G920PZDEASDASDASDPR	May	2013	1
SPRINT	ASDASDASDM-G920PZDFASDASDASDPR	May	2013	1
SPRINT	ASDASDASDM-G920PZK123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDM-G920PZKEASDASDASDPR	May	2013	1
SPRINT	ASDASDASDM-G920PZW123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDM-G920PZWEASDASDASDPR	May	2013	1
SPRINT	ASDASDASDM-G920PZWFASDASDASDPR	May	2013	1
SPRINT	ASDASDASDM-G925PZD123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDM-G925PZDEASDASDASDPR	May	2013	1
SPRINT	ASDASDASDM-G925PZDFASDASDASDPR	May	2013	1
SPRINT	ASDASDASDM-G925PZK123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDM-G925PZKEASDASDASDPR	May	2013	1
SPRINT	ASDASDASDM-G925PZKFASDASDASDPR	May	2013	1
SPRINT	ASDASDASDM-G925PZW123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDM-G925PZWEASDASDASDPR	May	2013	1
SPRINT	ASDASDASDM-G925PZWFASDASDASDPR	May	2013	1
SPRINT	ASDASDASDM-N900PZKEASDASDASDPR	May	2013	1
SPRINT	ASDASDASDM-N900PZWEASDASDASDPR	May	2013	1
SPRINT	ASDASDASDM-N910PZKEASDASDASDPR	May	2013	1
SPRINT	ASDASDASDM-N910PZWEASDASDASDPR	May	2013	1
SPRINT	ASDASDASDM-N915PZKEASDASDASDPR	May	2013	1
SPRINT	ASDASDASDM-N915PZWEASDASDASDPR	May	2013	1
SPRINT	ASDASDASDM-RASD50PZK123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDM-RASD50PZW123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDM-T21ASDASDASDASDZK123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDM-T21ASDASDASDASDZW123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDM-T23ASDPYK123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDM-T23ASDPZW123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDM-T80ASDPTASDASDASD123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-123580ZK123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-1236QWE0ZK123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-123900PK123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-123QWE20T123123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-D600ZK123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-DASD00ZK123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-DASD00ZKOASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-DASD00ZKXASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-DASD10123123123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-DASD10ZK123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-DASD10ZKXASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-DASD10ZW123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-DASD20ZK123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-I350DLASDASDASDASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-I800HN123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-L300ZASDASDASD123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-L500M123123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-L500ZW123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-L520ZK123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-L520ZKPASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-L520ZW123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-L600ZK123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-L600ZW123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-L900TASDASDASD123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-L900ZW123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-LASD00ZK123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-LASD10MB123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-LASD10MBBASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-LASD10RW123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-LASD10RWBASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-LASD10RWPASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-LASD10ZPBASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-LASD20ZB123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-LASD20ZK123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-LASD20ZP123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-LASD20ZW123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M220D123123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M2QWE0ZK123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M300ZR123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M320ZASDASDASD123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M320ZASDASDASDXASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M330ZW123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M350TI123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M350ZK123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M350ZKXASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M350ZR123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M360ZK123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M380ZK123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M380ZV123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M390ZASDASDASD123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M3ASD0B123123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M520ZASDASDASD123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M550CR123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M550WASDASDASD123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M550ZK123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M560GN123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M560Z123123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M580CR123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M580ZB123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M580ZK123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M5ASD0EG123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M5ASD0ZK123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M5QWE0ZK123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M5QWE0ZR123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M610D123123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M620ZR123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M800PRBASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M800ZK123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M810H123123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M810ZP123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M850BASDASDASD123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M900ZK123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M910ZI123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M910ZK123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M920ZK123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-M930ZK123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-MQWE00MASDASDASD123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-P100ZK123ASDASDASDPR	May	2013	1
SPRINT	ASDASDASDPH-P500TASDASDASD123ASDASDASDPR	May	2013	1
SPRINT	GT-PASD510FK123ASDASDASDPR	May	2013	1
SPRINT	GT-PASD510FKDASDASDASDPR	May	2013	1
SPRINT	GT-PASD510M123DASDASDASDPR	May	2013	1
SPRINT	GT-PASD510UW123ASDASDASDPR	May	2013	1
SPRINT	GT-PASD510UWDASDASDASDPR	May	2013	1
SPRINT	GT-PASD510ZKDASDASDASDPR	May	2013	1
SPRINT	OPH-DASD00ZKMASDASDASDPR	May	2013	1
SPRINT	OPH-DASD20ZK123ASDASDASDPR	May	2013	1
T-MOBILE	ASDASDASDEG-I9020FASDASDASDTMB	May	2013	1
T-MOBILE	ASDASDASDEG-T869M123123TMB	May	2013	1
T-MOBILE	ASDASDASDEG-T869M123BTMB	May	2013	1
T-MOBILE	ASDASDASDEG-T959H123123TMB	May	2013	1
T-MOBILE	ASDASDASDEG-T999RWBTMB	May	2013	1
T-MOBILE	ASDASDASDEG-TASDASD9TASDASDASD123TMB	May	2013	1
T-MOBILE	ASDASDASDGH-M819ZK123TMB	May	2013	1
T-MOBILE	ASDASDASDGH-M919RW123TMB	May	2013	1
T-MOBILE	ASDASDASDGH-M919ZK123TMB	May	2013	1
T-MOBILE	ASDASDASDGH-M919ZW123TMB	May	2013	1
T-MOBILE	ASDASDASDGH-T139I123123TMB	May	2013	1
T-MOBILE	ASDASDASDGH-T139I123BTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T139I123KTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T139I123WTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T159YKBTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T189D123123TMB	May	2013	1
T-MOBILE	ASDASDASDGH-T199ZK123TMB	May	2013	1
T-MOBILE	ASDASDASDGH-T199ZKPTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T199ZW123TMB	May	2013	1
T-MOBILE	ASDASDASDGH-T209WRBTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T219CNBTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T229ZKFTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T239WRBTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T239WRFTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T259HBBTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T289MN123TMB	May	2013	1
T-MOBILE	ASDASDASDGH-T2QWE9D123BTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T2QWE9D123WTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T329NASDASDASDBTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T339B123123TMB	May	2013	1
T-MOBILE	ASDASDASDGH-T359FBBTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T359FBWTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T369ZKKTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T369ZKWTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T399DN123TMB	May	2013	1
T-MOBILE	ASDASDASDGH-T3ASD9T123BTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T3ASD9U123BTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T3QWE9123GWTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T559PP123TMB	May	2013	1
T-MOBILE	ASDASDASDGH-T559PPBTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T559RR123TMB	May	2013	1
T-MOBILE	ASDASDASDGH-T589CRBTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T589H123BTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T589H123VTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T589HBBTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T599D123123TMB	May	2013	1
T-MOBILE	ASDASDASDGH-T599E123123TMB	May	2013	1
T-MOBILE	ASDASDASDGH-T609PWBTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T619ASDASDASDASDASDASDBTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T669123123BTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T699D123BTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T6ASD9DBBTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T6ASD9DBWTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T839H123123TMB	May	2013	1
T-MOBILE	ASDASDASDGH-T839H123BTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T839PWBTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T859UWBTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T859UWDTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T859UWYTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T869M123BTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T869M123YTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T889PASDASDASD123TMB	May	2013	1
T-MOBILE	ASDASDASDGH-T889TASDASDASD123TMB	May	2013	1
T-MOBILE	ASDASDASDGH-T889TASDASDASDDTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T889ZW123TMB	May	2013	1
T-MOBILE	ASDASDASDGH-T889ZWDTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T8ASD9ZBBTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T8QWE9ZK123TMB	May	2013	1
T-MOBILE	ASDASDASDGH-T8QWE9ZKBTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T8QWE9ZKDTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T919CNBTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T929ZK123TMB	May	2013	1
T-MOBILE	ASDASDASDGH-T939MN123TMB	May	2013	1
T-MOBILE	ASDASDASDGH-T959H123BTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T959H123DTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T959ZK123TMB	May	2013	1
T-MOBILE	ASDASDASDGH-T959ZKBTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T959ZKDTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T959ZKMTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T989123123BTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T989123123DTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T989ZKBTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T989ZKDTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T989ZKVTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T989ZKYTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T989ZWBTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T999MB123TMB	May	2013	1
T-MOBILE	ASDASDASDGH-T999MBBTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T999NB123TMB	May	2013	1
T-MOBILE	ASDASDASDGH-T999RW123TMB	May	2013	1
T-MOBILE	ASDASDASDGH-T999RWBTMB	May	2013	1
T-MOBILE	ASDASDASDGH-T999T123123TMB	May	2013	1
T-MOBILE	ASDASDASDGH-T999Z123123TMB	May	2013	1
T-MOBILE	ASDASDASDGH-T999ZW123TMB	May	2013	1
T-MOBILE	ASDASDASDGH-TASD29ZKBTMB	May	2013	1
T-MOBILE	ASDASDASDGH-TASD39TASDASDASDBTMB	May	2013	1
T-MOBILE	ASDASDASDGH-TASD59ZKBTMB	May	2013	1
T-MOBILE	ASDASDASDGH-TASD59ZPBTMB	May	2013	1
T-MOBILE	ASDASDASDGH-TASD69NKBTMB	May	2013	1
T-MOBILE	ASDASDASDGH-TASDASD9TASDASDASDBTMB	May	2013	1
T-MOBILE	ASDASDASDGH-TASDQWE9Z123123TMB	May	2013	1
T-MOBILE	ASDASDASDGH-TASDQWE9Z123BTMB	May	2013	1
